,m_a [eV],G_ap[GeV^-1]
484,6.2e-10,7.8e-11
485,6.25e-10,7.83e-11
486,6.3e-10,7.74e-11
487,6.35e-10,7.88e-11
488,6.4e-10,7.86e-11
489,6.45e-10,7.85e-11
490,6.5e-10,7.86e-11
491,6.56e-10,7.82e-11
492,6.61e-10,7.91e-11
493,6.66e-10,7.9e-11
494,6.72e-10,7.86e-11
495,6.77e-10,7.98e-11
496,6.82e-10,8.04e-11
497,6.88e-10,8.01e-11
498,6.93e-10,8.04e-11
499,6.99e-10,8.03e-11
500,7.05e-10,7.98e-11
501,7.1e-10,7.98e-11
502,7.16e-10,8.03e-11
503,7.22e-10,8.02e-11
504,7.28e-10,8.09e-11
505,7.34e-10,8.12e-11
506,7.39e-10,8.22e-11
507,7.45e-10,8.11e-11
508,7.51e-10,8.14e-11
509,7.58e-10,8.2e-11
510,7.64e-10,8.15e-11
511,7.7e-10,8.36e-11
512,7.76e-10,8.21e-11
513,7.82e-10,8.22e-11
514,7.89e-10,8.18e-11
515,7.95e-10,8.37e-11
516,8.01e-10,8.25e-11
517,8.08e-10,8.29e-11
518,8.14e-10,8.21e-11
519,8.21e-10,8.33e-11
520,8.28e-10,8.35e-11
521,8.34e-10,8.29e-11
522,8.41e-10,8.26e-11
523,8.48e-10,8.44e-11
524,8.55e-10,8.46e-11
525,8.61e-10,8.48e-11
526,8.68e-10,8.36e-11
527,8.75e-10,8.48e-11
528,8.82e-10,8.44e-11
529,8.9e-10,8.58e-11
530,8.97e-10,8.55e-11
531,9.04e-10,8.57e-11
532,9.11e-10,8.48e-11
533,9.19e-10,8.55e-11
534,9.26e-10,8.61e-11
535,9.33e-10,8.54e-11
536,9.41e-10,8.6e-11
537,9.49e-10,8.63e-11
538,9.56e-10,8.65e-11
539,9.64e-10,8.61e-11
540,9.72e-10,8.64e-11
541,9.8e-10,8.69e-11
542,9.87e-10,8.71e-11
543,9.95e-10,8.76e-11
544,1e-09,8.72e-11
545,1.01e-09,8.79e-11
546,1.02e-09,8.73e-11
547,1.03e-09,8.81e-11
548,1.04e-09,8.76e-11
549,1.05e-09,8.76e-11
550,1.05e-09,8.79e-11
551,1.06e-09,8.88e-11
552,1.07e-09,8.84e-11
553,1.08e-09,8.9e-11
554,1.09e-09,8.93e-11
555,1.1e-09,8.88e-11
556,1.11e-09,8.91e-11
557,1.11e-09,8.89e-11
558,1.12e-09,8.97e-11
559,1.13e-09,9.01e-11
